The Alliance Review,News,"$1,000 ",54,63,1-2 Weeks,"Ohio
United States",No,Yes,No
Massillon Independent,News,"$1,000 ",59,62,1-2 Weeks,"Ohio
United States",No,Yes,No
Corning Leader,News,"$1,000 ",57,55,1-2 Weeks,"New York
United States",No,Yes,No
McDonough County Voice,News,"$1,000 ",50,51,1-2 Weeks,"Illinois
United States",No,Yes,No
Examiner-Enterprise,News,"$1,000 ",59,62,1-2 Weeks,"Oklahoma
United States",No,Yes,No
Kewanee Star Courier,News,"$1,000 ",48,49,1-2 Weeks,"Illinois
United States",No,Yes,No
The Marion Star,News,"$1,000 ",61,62,1-2 Weeks,"Ohio
United States",No,Yes,No
Law & Crime,3 genres,"$1,000 ",80,75,3-5 Days,Global,Discrete,Yes,No
Fremont News Messenger,News,"$1,000 ",57,63,1-2 Weeks,"Ohio
United States",No,Yes,No
Carlsbad Current Argus,News,"$1,000 ",60,66,1-2 Weeks,"New Mexico
United States",No,Yes,No
Winter Haven News Chief,News,"$1,000 ",60,56,1-2 Weeks,"Florida
United States",No,Yes,No
The Times Telegram,3 genres,"$1,000 ",51,54,1-2 Weeks,"New York
United States",No,Yes,No
Wisconsin Rapids Tribune,News,"$1,000 ",59,62,1-2 Weeks,"Wisconsin
United States",No,Yes,No
Ellwood City Ledger,News,"$1,000 ",54,57,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Lincoln Courier,News,"$1,000 ",53,49,1-2 Weeks,"Illinois
United States",No,Yes,No
Smart Company Australia,NewsBusiness,"$1,000 ",66,80,1-2 Weeks,Australia,Discrete,Yes,No
Salina Journal,News,"$1,000 ",60,63,1-2 Weeks,"Kansas
United States",No,Yes,No
Women's Health (Australia),LifestyleSports,"$1,000 ",59,70,1-3 Weeks,Australia,No,Yes,Yes
GQ South Africa,6 genres,"$1,150 ",56,63,1-2 Weeks,Africa,No,Yes,No
AV Club,Lifestyle,"$1,150 ",87,82,1 Week,United States,No,Yes,Yes
Paste Magazine,MusicEntertainment,"$1,150 ",86,82,1 Week,"Georgia
United States",No,Yes,Yes
Splinter.com,NewsPolitical,"$1,150 ",73,72,1 Week,United States,No,Yes,Yes
Glamour South Africa,6 genres,"$1,150 ",57,60,1-2 Weeks,Africa,No,Yes,No
Jezebel.com,EntertainmentLifestyle,"$1,150 ",84,82,1 Week,United States,No,Yes,Yes
"Travel and Leisure Mexico
New",Lifestyle,"$1,200 ",19,14,1 Week,Mexico,Discrete,Yes,Yes
Forbes Mexico,7 genres,"$1,200 ",89,82,1-2 Weeks,Mexico,Discrete,Yes,No
Player One,3 genres,"$1,200 ",74,53,3-5 Days,United States,Yes,Yes,No
Forbes Colombia,7 genres,"$1,200 ",61,74,1-2 Weeks,Colombia,Discrete,Yes,Yes
Entrepreneur (India),6 genres,"$1,200 ",92,91,1-3 Days,India,No,Yes,No
Fashion Times,Fashion,"$1,200 ",59,54,1 Week,"United States
New York",No,Yes,No
Medical Daily,NewsBusiness,"$1,200 ",85,82,1 Week,Global,No,Yes,No
Times of Israel,News,"$1,200 ",91,87,3-5 Days,Israel,Yes,Yes,No
Elite Daily,3 genres,"$1,250 ",89,83,1-2 Weeks,"United States
Global",No,Yes,No
Fosters Daily Democrat,News,"$1,250 ",66,73,1-2 Weeks,"New Hampshire
United States",No,Yes,No
Jackson Sun,News,"$1,250 ",66,69,1-2 Weeks,"Tennessee
United States",No,Yes,No
Herald-Mail Media,News,"$1,250 ",70,73,1-2 Weeks,"Maryland
United States",No,Yes,No
Utica Observer Dispatch,News,"$1,250 ",64,72,1-2 Weeks,"New York
United States",No,Yes,No
St. Augustine Record,News,"$1,250 ",71,73,1-2 Weeks,"Florida
United States",No,Yes,No
The Monroe News,News,"$1,250 ",61,67,1-2 Weeks,"Michigan
United States",No,Yes,No
Morris County Daily Record,News,"$1,250 ",67,73,1-2 Weeks,"New Jersey
United States",No,Yes,No
Lakeland Ledger,News,"$1,250 ",73,76,1-2 Weeks,"Florida
United States",No,Yes,No
Journal Star,News,"$1,250 ",74,74,1-2 Weeks,"Illinois
United States",No,Yes,No
El Paso Times,News,"$1,250 ",77,75,1-2 Weeks,"Texas
United States",No,Yes,No
Ocala StarBanner,News,"$1,250 ",66,73,1-2 Weeks,"Florida
United States",No,Yes,No
Times Herald-Record,News,"$1,250 ",73,75,1-2 Weeks,"New York
United States",No,Yes,No
The Times Herald,News,"$1,250 ",66,69,1-2 Weeks,"Michigan
United States",No,Yes,No
Shelby Star,News,"$1,250 ",60,61,1-2 Weeks,"North Carolina
United States",No,Yes,No
The Bulletin,News,"$1,250 ",70,71,1-2 Weeks,"Connecticut
United States",No,Yes,No
Athens Banner-Herald,News,"$1,250 ",69,75,1-2 Weeks,"Georgia
United States",No,Yes,No
Newark Advocate,News,"$1,250 ",61,70,1-2 Weeks,"Ohio
United States",No,Yes,No
InStyle Mexico,4 genres,"$1,250 ",58,58,1-2 Weeks,Mexico,No,Yes,No
Battle Creek Enquirer,News,"$1,250 ",66,69,1-2 Weeks,"Michigan
United States",No,Yes,No
Daytona Beach News-Journal,News,"$1,250 ",69,76,1-2 Weeks,"Florida
United States",No,Yes,No
Iowa City Press-Citizen,News,"$1,250 ",69,72,1-2 Weeks,"Iowa
United States",No,Yes,No
GoUpstate,News,"$1,250 ",68,73,1-2 Weeks,"South Carolina
United States",No,Yes,No
The Ames Tribune,News,"$1,250 ",62,69,1-2 Weeks,"Iowa
United States",No,Yes,No
The Spectrum,News,"$1,250 ",68,71,1-2 Weeks,"Utah
United States",No,Yes,No
Northwest Florida Daily News,News,"$1,250 ",69,73,1-2 Weeks,"Florida
United States",No,Yes,No
Great Falls Tribune,News,"$1,250 ",72,74,1-2 Weeks,"Montana
United States",No,Yes,No
Columbia Daily Tribune,News,"$1,250 ",66,75,1-2 Weeks,"Missouri
United States",No,Yes,No
VV Daily Press,News,"$1,250 ",68,70,1-2 Weeks,"California
United States",No,Yes,No
The Poughkeepsie Journal,News,"$1,250 ",70,75,1-2 Weeks,"New York
United States",No,Yes,No
Oshkosh Northwestern,News,"$1,250 ",61,65,1-2 Weeks,"Wisconsin
United States",No,Yes,No
Success.com,3 genres,"$1,250 ",80,80,6-8 Weeks,United States,Discrete,Yes,No
The Herald-Times,News,"$1,250 ",63,70,1-2 Weeks,"Indiana
United States",No,Yes,No
Shreveport Times,News,"$1,250 ",67,74,1-2 Weeks,"Louisiana
United States",No,Yes,No
Petoskey News-Review,News,"$1,250 ",62,71,1-2 Weeks,"Michigan
United States",No,Yes,No
Sea Coast Online,News,"$1,250 ",73,77,1-2 Weeks,"New Hampshire
United States",No,Yes,No
Argus Leader,News,"$1,250 ",68,76,1-2 Weeks,"South Dakota
United States",No,Yes,No
St. Cloud Times,News,"$1,250 ",71,73,1-2 Weeks,"Minnesota
United States",No,Yes,No
New Jersey Herald,News,"$1,250 ",71,72,1-2 Weeks,"New Jersey
United States",No,Yes,No
Leesburg Daily Commercial,News,"$1,250 ",71,67,1-2 Weeks,"Florida
United States",No,Yes,No
Elle Quebec,3 genres,"$1,250 ",55,64,1 Week,Canada,No,Yes,Yes
The Daily Journal,News,"$1,250 ",63,65,1-2 Weeks,"New Jersey
United States",No,Yes,No
Recordnet.com,News,"$1,250 ",66,73,1-2 Weeks,"California
United States",No,Yes,No
Romper,Lifestyle,"$1,250 ",77,79,1-2 Weeks,"United States
Global",No,Yes,No
The Dad,Lifestyle,"$1,250 ",49,50,1-2 Weeks,"United States
Global",No,Yes,No
Savannah Morning News,News,"$1,250 ",72,76,1-2 Weeks,"Georgia
United States",No,Yes,No
The Topeka Capital-Journal,News,"$1,250 ",73,77,1-2 Weeks,"Kansas
United States",No,Yes,No
Wilmington Star-News,News,"$1,250 ",73,75,1-2 Weeks,"North Carolina
United States",No,Yes,No
The Augusta Chronicle,News,"$1,250 ",67,74,1-2 Weeks,"Georgia
United States",No,Yes,No
Tuscaloosa News,News,"$1,250 ",68,73,1-2 Weeks,"Alabama
United States",No,Yes,No
Panama City News-Herald,News,"$1,250 ",68,72,1-2 Weeks,"Florida
United States",No,Yes,No
VC Star,News,"$1,250 ",73,76,1-2 Weeks,"California
United States",No,Yes,No
The News Leader,News,"$1,250 ",62,70,1-2 Weeks,"Virginia
United States",No,Yes,No
Taunton Daily Gazette,News,"$1,250 ",63,67,1-2 Weeks,"Massachusetts
United States",No,Yes,No
Ithaca Journal,News,"$1,250 ",63,66,1-2 Weeks,"New York
United States",No,Yes,No
The Town Talk,News,"$1,250 ",62,64,1-2 Weeks,"Louisiana
United States",No,Yes,No
Hattiesburg American,News,"$1,250 ",66,67,1-2 Weeks,"Mississippi
United States",No,Yes,No
Bustle,3 genres,"$1,250 ",91,89,1-2 Weeks,"United States
Global",No,Yes,No
Daily News Journal,News,"$1,250 ",64,69,1-2 Weeks,"Tennessee
United States",No,Yes,No
Abilene Reporter News,News,"$1,250 ",66,70,1-2 Weeks,"Texas
United States",No,Yes,No
Zanesville Times Recorder,News,"$1,250 ",65,62,1-2 Weeks,"Ohio
United States",No,Yes,No
Enterprise News,News,"$1,250 ",70,72,1-2 Weeks,"Massachusetts
United States",No,Yes,No
The Pueblo Chieftain,News,"$1,250 ",69,72,1-2 Weeks,"Colorado
United States",No,Yes,No
Robb Report Mexico (English Language),3 genres,"$1,250 ",44,60,1-2 Weeks,Mexico,No,Yes,No
Delmarva Now,News,"$1,250 ",70,72,1-2 Weeks,"Maryland
Delaware
United States",No,Yes,No
Rockford Register Star,News,"$1,250 ",71,73,1-2 Weeks,"Illinois
United States",No,Yes,No
The News Star,News,"$1,250 ",66,71,1-2 Weeks,"Louisiana
United States",No,Yes,No
Wichita Falls Times-Record-News,News,"$1,250 ",70,71,1-2 Weeks,"Texas
United States",No,Yes,No
Pocono Record,News,"$1,250 ",67,71,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Rolling Stone (UK),3 genres,"$1,250 ",61,70,1-2 Weeks,United Kingdom,Discrete,Yes,Yes
Lansing State Journal,News,"$1,250 ",70,75,1-2 Weeks,"Michigan
United States",No,Yes,No
The Zoe Report,3 genres,"$1,250 ",77,80,1-2 Weeks,"United States
Global",No,Yes,No
Kitsap Sun,News,"$1,250 ",71,74,1-2 Weeks,"Washington State
United States",No,Yes,No
Fatherly,News,"$1,250 ",80,79,1-2 Weeks,United States,No,Yes,No
Wisconsin State Journal,News,"$1,250 ",87,81,1 Week,"Wisconsin
United States",No,Yes,Yes
Holland Sentinel,News,"$1,250 ",63,72,1-2 Weeks,"Michigan
United States",No,Yes,No
The Hutchinson News,News,"$1,250 ",71,68,1-2 Weeks,"Kansas
United States",No,Yes,No
Star Gazette,News,"$1,250 ",61,68,1-2 Weeks,"New York
United States",No,Yes,No
Nylon,3 genres,"$1,250 ",76,80,1-2 Weeks,United States,No,Yes,No
Press Connects,News,"$1,250 ",68,72,1-2 Weeks,"New York
United States",No,Yes,No
Courier & Press,News,"$1,250 ",69,74,1-2 Weeks,"Indiana
United States",No,Yes,No
The Register-Guard,News,"$1,250 ",71,76,1-2 Weeks,"Oregon
United States",No,Yes,No
Robb Report Mexico,3 genres,"$1,250 ",42,60,1-2 Weeks,Mexico,No,Yes,No
Alamogordo Daily News,News,"$1,250 ",64,61,1-2 Weeks,"New Mexico
United States",No,Yes,No
The Leaf Chronicle,News,"$1,250 ",70,69,1-2 Weeks,"Tennessee
United States",No,Yes,No
South Coast Today,News,"$1,250 ",68,75,1-2 Weeks,"Massachusetts
United States",No,Yes,No
The Star Press,News,"$1,250 ",66,70,1-2 Weeks,"Indiana
United States",No,Yes,No
Fall River Herald News,News,"$1,250 ",63,73,1-2 Weeks,"Massachusetts
United States",No,Yes,No
Amarillo Globe-News,News,"$1,250 ",65,72,1-2 Weeks,"Texas
United States",No,Yes,No
South Jersey Courier Post,News,"$1,250 ",71,75,1-2 Weeks,"New Jersey
United States",No,Yes,No
Pensacola News Journal,News,"$1,250 ",74,76,1-2 Weeks,"Florida
United States",No,Yes,No
Beaver County Times,News,"$1,250 ",63,72,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Livingston Daily,News,"$1,250 ",61,66,1-2 Weeks,"Michigan
United States",No,Yes,No
Chambersburg Public Opinion,News,"$1,250 ",61,63,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Visalia Times-Delta,News,"$1,250 ",74,70,1-2 Weeks,"California
United States",No,Yes,No
Mansfield News Journal,News,"$1,250 ",64,68,1-2 Weeks,"Ohio
United States",No,Yes,No
Burlington County Times,News,"$1,250 ",66,68,1-2 Weeks,New Jersey,No,Yes,No
Inverse,3 genres,"$1,250 ",83,83,1-2 Weeks,"United States
Global",No,Yes,No
Mic,NewsLifestyle,"$1,250 ",85,84,1-2 Weeks,United States,No,Yes,No
Elle Canada,4 genres,"$1,250 ",74,74,2 Weeks,Canada,No,Yes,Yes
Phillyburbs,News,"$1,250 ",70,73,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Columbia Daily Herald,News,"$1,250 ",65,66,1-2 Weeks,"Tennessee
United States",No,Yes,No
South Bend Tribune,News,"$1,250 ",73,75,1-2 Weeks,"Indiana
United States",No,Yes,No
Gaston Gazette,News,"$1,250 ",69,70,1-2 Weeks,"North Carolina
United States",No,Yes,No
Greenville Online,News,"$1,250 ",77,76,1-2 Weeks,"South Carolina
United States",No,Yes,No
Hanover Evening Sun,News,"$1,250 ",60,63,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Las Cruces Sun-News,News,"$1,250 ",72,74,1-2 Weeks,"New Mexico
United States",No,Yes,No
Lebanon Daily News,News,"$1,250 ",66,64,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
FDL Reporter,News,"$1,250 ",62,64,1-2 Weeks,"Wisconsin
United States",No,Yes,No
MetroWest Daily News,News,"$1,250 ",70,74,1-2 Weeks,"Massachusetts
United States",No,Yes,No
Sheboygan Press,News,"$1,250 ",62,66,1-2 Weeks,"Wisconsin
United States",No,Yes,No
Arizona Daily Star,News,"$1,250 ",81,81,1 Week,"Arizona
United States",No,Yes,Yes
Palmbeach Daily News,News,"$1,250 ",73,73,1-2 Weeks,"Florida
United States",No,Yes,No
Houma Today,News,"$1,250 ",62,70,1-2 Weeks,"Louisiana
United States",No,Yes,No
Cape Cod Times,News,"$1,250 ",68,76,1-2 Weeks,"Massachusetts
United States",No,Yes,No
The Patriot Ledger,News,"$1,250 ",67,75,1-2 Weeks,"Massachusetts
United States",No,Yes,No
Milford Daily News,News,"$1,250 ",61,67,1-2 Weeks,"Massachusetts
United States",No,Yes,No
The State Journal-Register,News,"$1,250 ",74,75,1-2 Weeks,"Illinois
United States",No,Yes,No
GoSanAngelo,News,"$1,250 ",74,70,1-2 Weeks,"Texas
United States",No,Yes,No
ITP.live,3 genres,"$1,250 ",35,45,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
Marie Claire Ukraine (+ IG Post),3 genres,"$1,250 ",47,57,1 Week,Ukraine,No,Yes,Yes
Scary Mommy,Lifestyle,"$1,250 ",80,79,1-2 Weeks,"United States
Global",No,Yes,No
Edge Middle East,NewsLuxury,"$1,250 ",66,68,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
Treasure Coast News,News,"$1,250 ",74,77,1-2 Weeks,"Florida
United States",No,Yes,No
Times Record,News,"$1,250 ",62,71,1-2 Weeks,"Arkansas
United States",No,Yes,No
Latin Times,4 genres,"$1,300 ",81,71,1 Week,United States,No,Yes,Yes
IB Times (NA),3 genres,"$1,300 ",91,86,1 Week,United States,No,Yes,No
E! News / E Online,8 genres,"$1,350 ",92,86,1 Week,United States,Discrete,Yes,Yes
"Marie Claire Mexico
Pitch",3 genres,"$1,500 ",57,45,1 - 2 Weeks,Mexico,No,Yes,No
"Windsor Star
New",News,"$1,500 ",82,75,1 Week,Canada,Yes,Yes,No
"Canada.com
New",News,"$1,500 ",77,81,1 Week,Canada,Yes,Yes,No
Palm Beach Post,4 genres,"$1,500 ",84,81,1-2 Weeks,"Florida
United States",No,Yes,No
Worcester Telegram,News,"$1,500 ",81,87,1-2 Weeks,"Massachusetts
United States",No,Yes,No
The Clarion-Ledger,News,"$1,500 ",79,77,1-2 Weeks,"Mississippi
United States",No,Yes,No
HappySprout,Lifestyle,"$1,500 ",34,46,1 Week,United States,No,Yes,No
Cosmopolitan Australia,3 genres,"$1,500 ",75,,1-3 Weeks,Australia,No,Yes,Yes
Detroit Free Press,4 genres,"$1,500 ",91,86,1-2 Weeks,"Michigan
United States",No,Yes,No
Forbes Israel,News,"$1,500 ",52,68,1-2 Weeks,Israel,No,Yes,Yes
Statesman Journal,News,"$1,500 ",78,76,1-2 Weeks,"Oregon
United States",No,Yes,No
Delaware Online,News,"$1,500 ",78,79,1-2 Weeks,"Delaware
United States",No,Yes,No
IGN (Nordic),GamingEntertainment,"$1,500 ",92,88,3-5 Days,Europe,Discrete,Yes,No
"Toronto Sun
New",News,"$1,500 ",88,82,1 Week,Canada,Yes,Yes,No
Green Bay Press Gazette,News,"$1,500 ",75,75,1-2 Weeks,"Wisconsin
United States",No,Yes,No
"Vancouver Sun
New",News,"$1,500 ",86,84,1 Week,Canada,Yes,Yes,No
Forbes Australia,4 genres,"$1,500 ",48,70,3-4 Weeks,Australia,Discrete,Yes,Yes
Blissmark,Lifestyle,"$1,500 ",20,26,1 Week,United States,No,Yes,No
The Californian,News,"$1,500 ",67,69,1-2 Weeks,"California
United States",No,Yes,No
Cineserie,Entertainment,"$1,500 ",72,65,1 Week,France,No,Yes,Yes
"Newsweek
NewContributor",NewsLifestyle,"$1,500 ",93,91,1-2 Weeks,United States,No,Yes,Yes
The Tennessean,News,"$1,500 ",83,84,1-2 Weeks,"Tennessee
United States",No,Yes,No
The Citizen-Times,News,"$1,500 ",77,77,1-2 Weeks,"North Carolina
United States",No,Yes,No
The Columbus Dispatch,News,"$1,500 ",79,83,1-2 Weeks,"Ohio
United States",No,Yes,No
"The Province
New",News,"$1,500 ",73,76,1 Week,Canada,Yes,Yes,No
Democrat & Chronicle,News,"$1,500 ",78,79,1-2 Weeks,"New York
United States",No,Yes,No
"Bitcoin.com
Press Release",Web 3,"$1,500 ",88,89,3 Days,Global,Discrete,Yes,No
CantonRep,News,"$1,500 ",80,75,1-2 Weeks,"Ohio
United States",No,Yes,No
Indianapolis Star,News,"$1,500 ",83,83,1-2 Weeks,"Indiana
United States",No,Yes,No
The Independent,News,"$1,500 ",94,91,1-2 Weeks,United Kingdom,Yes,Yes,No
Grazia Magazine,4 genres,"$1,500 ",71,74,1-2 Weeks,"Middle East
UAE",No,Yes,Yes
"Montreal Gazette
New",News,"$1,500 ",84,81,1 Week,Canada,Yes,Yes,No
York Daily Record,News,"$1,500 ",79,74,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Tallahassee Democrat,News,"$1,500 ",77,78,1-2 Weeks,"Florida
United States",No,Yes,No
Masala,3 genres,"$1,500 ",60,55,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
Investing.com,3 genres,"$1,500 ",90,88,1-2 Weeks,United States,No,Yes,No
The Providence Journal,News,"$1,500 ",78,80,1-2 Weeks,"Rhode Island
United States",No,Yes,No
Independent-Mail,6 genres,"$1,500 ",69,69,1-2 Weeks,"Global
South Carolina",No,Yes,No
My Central Jersey,News,"$1,500 ",81,75,1-2 Weeks,"New Jersey
United States",No,Yes,No
"The Star Phoenix
New",News,"$1,500 ",81,74,1 Week,Canada,Yes,Yes,No
Burlington Free Press,News,"$1,500 ",75,76,1-2 Weeks,"Vermont
United States",No,Yes,No
Construction Week Online,News,"$1,500 ",62,74,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
21 Oak,News,"$1,500 ",35,46,1 Week,United States,No,Yes,No
Aberdeen News,6 genres,"$1,500 ",63,66,1-2 Weeks,"Global
Virginia",No,Yes,No
Knox News,News,"$1,500 ",84,79,1-2 Weeks,"Tennessee
United States",No,Yes,No
Commercial Appeal,News,"$1,500 ",78,78,1-2 Weeks,"Tennessee
United States",No,Yes,No
"Edmonton Journal
New",News,"$1,500 ",84,79,1 Week,Canada,Yes,Yes,No
Lubbock Avalanche-Journal,News,"$1,500 ",81,74,1-2 Weeks,"Texas
United States",No,Yes,No
Springfield News Leader,6 genres,"$1,500 ",78,76,1-2 Weeks,"Global
Missouri",No,Yes,No
Post Crescent,News,"$1,500 ",76,73,1-2 Weeks,"Wisconsin
United States",No,Yes,No
Arizona Central,4 genres,"$1,500 ",90,87,1-2 Weeks,"Arizona
United States",No,Yes,No
The Des Moines Register,News,"$1,500 ",82,82,1-2 Weeks,"Iowa
United States",No,Yes,No
Florida Today,News,"$1,500 ",77,78,1-2 Weeks,"Florida
United States",No,Yes,No
High Times,LifestyleBusiness,"$1,500 ",79,80,6 Weeks,"United States
California",Yes,Yes,No
Arabian Business,NewsBusiness,"$1,500 ",85,80,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
Wicked Local,News,"$1,500 ",81,81,1-2 Weeks,Massachusetts,No,Yes,No
The News-Press,News,"$1,500 ",78,78,1-2 Weeks,"Florida
United States",No,Yes,No
The Journal News,News,"$1,500 ",80,79,1-2 Weeks,"New York
United States",No,Yes,No
"Ottawa Citizen
New",News,"$1,500 ",85,81,1 Week,Canada,Yes,Yes,No
"Canoe.com
New",News,"$1,500 ",82,73,1 Week,Canada,Yes,Yes,No
"Sports Illustrated
NewContributor",3 genres,"$1,500 ",92,88,1-2 Weeks,United States,No,Yes,Yes
Reno Gazette-Journal,News,"$1,500 ",78,77,1-2 Weeks,"Nevada
United States",No,Yes,No
Akron Beacon Journal,News,"$1,500 ",80,76,1-2 Weeks,"Ohio
United States",No,Yes,No
"Edmonton Sun
New",News,"$1,500 ",70,71,1 Week,Canada,Yes,Yes,No
The Oklahoman,News,"$1,500 ",82,81,1-2 Weeks,"Oklahoma
United States",No,Yes,No
GQ Middle East,3 genres,"$1,500 ",59,64,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
Asbury Park Press,News,"$1,500 ",81,79,1-2 Weeks,"New Jersey
United States",No,Yes,No
Harper's Bazaar Arabia,4 genres,"$1,500 ",66,74,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
"Ottawa Sun
New",News,"$1,500 ",73,72,1 Week,Canada,Yes,Yes,No
Naples Daily News,News,"$1,500 ",79,78,1-2 Weeks,"Florida
United States",No,Yes,No
The Fayetteville Observer,News,"$1,500 ",76,76,1-2 Weeks,"North Carolina
United States",No,Yes,No
Wausau Daily Herald,News,"$1,500 ",76,69,1-2 Weeks,"Wisconsin
United States",No,Yes,No
GoErie,News,"$1,500 ",77,75,1-2 Weeks,"Pennsylvania
United States",No,Yes,No
Louisville News,News,"$1,500 ",81,81,1-2 Weeks,"Kentucky
United States",No,Yes,No
"Leader Post
New",News,"$1,500 ",72,74,1 Week,Canada,Yes,Yes,No
"Marie Claire Argentina
Pitch",Lifestyle,"$1,500 ",88,79,1 - 2 Weeks,Argentina,No,Yes,No
Record Searchlight,News,"$1,500 ",68,73,1-2 Weeks,"California
United States",No,Yes,No
Cincinnati News,News,"$1,500 ",84,82,1-2 Weeks,"Ohio
United States",No,Yes,No
Austin American-Statesman,News,"$1,500 ",87,83,1-2 Weeks,"Texas
United States",No,Yes,No
"Calgary Sun
New",News,"$1,500 ",74,72,1 Week,Canada,Yes,Yes,No
Watch Pro,NewsLuxury,"$1,500 ",52,67,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
"National Post
New",News,"$1,500 ",90,86,1 Week,Canada,Yes,Yes,No
PawTracks,Lifestyle,"$1,500 ",45,53,1 Week,United States,No,Yes,No
Florida Times-Union,News,"$1,500 ",79,80,1-2 Weeks,"Florida
United States",No,Yes,No
Caller Times,3 genres,"$1,500 ",76,73,1-2 Weeks,"Texas
United States",No,Yes,No
Esquire Middle East,News,"$1,500 ",69,71,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
NewFolks,News,"$1,500 ",27,38,1 Week,United States,No,Yes,No
The Coloradoan,News,"$1,500 ",75,76,1-2 Weeks,"Colorado
United States",No,Yes,No
Milwaukee Journal Sentinel,News,"$1,500 ",89,85,1-2 Weeks,"Wisconsin
United States",No,Yes,No
Cosmopolitan Middle East,4 genres,"$1,500 ",57,65,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
Journal & Courier,News,"$1,500 ",72,72,1-2 Weeks,"Indiana
United States",No,Yes,No
"Calgary Herald
New",News,"$1,500 ",85,81,1 Week,Canada,Yes,Yes,No
CEO Middle East,4 genres,"$1,500 ",23,53,1-2 Weeks,"UAE
Middle East",No,Yes,Yes
The Desert Sun,4 genres,"$1,500 ",79,78,1-2 Weeks,"California
United States",No,Yes,No
Tough Jobs,News,"$1,500 ",15,17,1 Week,United States,No,Yes,No
"Financial Post
New",News,"$1,500 ",88,86,1 Week,Canada,Yes,Yes,No
Montgomery Advertiser,News,"$1,500 ",77,75,1-2 Weeks,"Alabama
United States",No,Yes,No
The Gainesville Sun,News,"$1,500 ",76,76,1-2 Weeks,"Florida
United States",No,Yes,No
Sarasota Herald-Tribune,News,"$1,500 ",79,80,1-2 Weeks,"Florida
United States",No,Yes,No
North Jersey News,News,"$1,500 ",78,82,1-2 Weeks,"New Jersey
United States",No,Yes,No
Galore Magazine + IG Story,4 genres,"$1,750 ",78,67,3-5 Days,United States,No,Yes,Yes
Digital Trends,3 genres,"$1,750 ",92,90,1 Week,United States,No,Yes,No
The Manuel,LifestyleNews,"$1,750 ",76,77,1 Week,United States,No,Yes,No
LA Weekly (DO-FOLLOW),6 genres,"$1,750 ",76,84,1 Day,"California
United States",Discrete,Yes,Yes
Organic Coverage (NY Post / The Sun / The Mirror / Daily Star / Daily Mirror / The Express / Daily Mail),News,"$1,800 ",1,,3-4 Weeks,"United Kingdom
Global",No,Yes,No
"Muscle & Fitness (Includes Social Post)
Includes Social Posts",3 genres,"$2,000 ",84,78,4 Weeks,United States,No,Yes,Yes
Saudia Gazette,News,"$2,000 ",77,76,1 Week,"UAE
Middle East",Discrete,Yes,No
Paper Mag,NewsEntertainment,"$2,000 ",82,80,1-3 Days,United States,No,Yes,No
USA Today,6 genres,"$2,000 ",94,92,1-2 Weeks,Global,No,Yes,No
Geekwire,TechBusiness,"$2,000 ",88,86,3-5 Days,Global,Discrete,Yes,No
Entrepreneur (Asia Pacific),5 genres,"$2,250 ",92,91,1 - 3 Days,Asia Pacific,No,Yes,No
"Inman.com
Contributor",Real Estate,"$2,250 ",76,83,2-3 Weeks,United States,No,Yes,No
BizJournals.com (New York),NewsBusiness,"$2,250 ",92,91,1-2 Weeks,"United States
New York",Discrete,Yes,No
BizJournals.com (Los Angeles),NewsBusiness,"$2,250 ",92,91,1-2 Weeks,"United States
Los Angeles",Discrete,Yes,No
"GamesBeat
Lowered",Gaming,"$2,500 ",92,91,1-2 Weeks,United States,No,Yes,Yes
"Consequence.net
Staff",Music,"$2,500 ",81,79,1 Week,"New York
United States",No,Yes,No
Maxim Full Feature,7 genres,"$2,500 ",85,78,1 - 3 Weeks,"New York
United States",Discrete,Yes,Yes
"Venture Beat
Lowered",4 genres,"$2,500 ",91,91,1 Week,Global,No,Yes,Yes
Bitcoin.com (Sponsored),Web 3,"$2,500 ",88,89,3 Days,Global,Yes,Yes,Yes
"USA Today (50,000 Impressions)
Guaranteed Impressions",News,"$3,000 ",94,92,2-4 Weeks,United States,No,Yes,No
"Harvard Business Review
Contributor",NewsBusiness,"$3,000 ",92,92,4-8 Weeks,United States,No,Yes,Yes
The Hill,Political,"$3,000 ",92,90,1-2 Weeks,"Washington DC
United States",Yes,No,No
The Epoch Times,News,"$3,000 ",89,84,1-2 Weeks,United States,Yes,Yes,No
"Radar Online + Social Post
Staff",Entertainment,"$3,000 ",81,78,3-5 Days,"Global
United States",No,Yes,Yes
